filter_id,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,BC,arm,stove,smoke,coil,trash,kerosene,incense,generator,smoky,crop,stove_other,pm25,bc,co,fueltype
3M52502,0.061,0.112,0.4372,0.3505,1.9552,0.1766,0.0111,0.0038,0.1246,0.0119,8.055836713,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,46.39905783,8.055836713,0.433576286,LPG
3M52509,0.1236,0.7086,0.645,0.1662,0.4633,0.2747,0.0111,0.0038,0.1724,0.0173,5.931652544,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,31.11974012,5.931652544,59.42488607,LPG
3M52510,0.1538,1.4977,1.6468,0.3064,0.2856,0.2422,0.076,0.0173,0.5994,0.0031,5.603748536,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,25.52615299,5.603748536,0.779123044,LPG
3M52518,0.1463,0.8865,0.6819,0.1859,0.2721,0.2606,0.0575,0.0133,0.2719,0.0031,3.696382127,Intervention,Yes,No,No,No,No,No,No,No,No,No,23.20559363,3.696382127,0.108150927,LPG
3M52527,0.0895,0.5831,0.3892,0.2623,0.3295,0.1266,0.0111,0.0038,0.1565,0.0031,4.111554342,Intervention,Yes,No,No,No,No,No,No,No,No,No,17.92549873,4.111554342,0.207480059,LPG
3M52533,0.12,0.4739,0.2473,0.3006,0.3601,0.2188,0.0111,0.0068,0.1026,0.01,5.097563023,Control,Yes,No,No,No,No,No,No,No,No,No,25.56883887,5.097563023,0.025435183,Biomass
3M52540,0.0798,0.5123,0.2075,0.2876,0.3457,0.0893,0.0484,0.0038,0.1266,0.0031,5.957249919,Intervention,Yes,No,No,No,No,No,No,No,No,No,35.39813482,5.957249919,0.032210153,LPG
3M52542,0.1019,0.7243,0.3976,0.2785,0.288,0.1739,0.0369,0.0038,0.2422,0.0082,2.614959893,Control,Yes,No,No,No,No,No,No,No,No,No,16.38064884,2.614959893,0.281199799,Biomass
3M52543,0.1793,1.0055,0.847,0.2878,0.6038,0.5778,0.0853,0.0038,0.3455,0.0031,5.928153281,Intervention,Yes,No,No,No,No,No,No,No,No,No,22.97545551,5.928153281,0.118692908,LPG
3M52547,0.1213,0.69,0.6145,0.2654,0.4367,0.2031,0.0111,0.0201,0.1635,0.0031,7.717689769,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,34.92500147,7.717689769,0.587703499,LPG
3M52561,0.1182,0.5831,0.2197,0.2703,0.3068,0.0581,0.0369,0.0038,0.1315,0.0031,2.60618486,Intervention,Yes,No,No,No,No,No,No,No,No,No,16.32568022,2.60618486,0.041045836,LPG
3M52590,0.1768,0.6209,0.5042,0.3154,0.7174,0.1777,0.0111,0.0038,0.1764,0.023,12.42106387,Control,Yes,No,No,No,No,No,No,No,No,No,38.01750587,12.42106387,0.145814829,Biomass
3M52596,0.2287,0.7552,1.2052,0.1496,0.437,1.18,0.053,0.0148,0.2789,0.0064,14.65255992,Control,Yes,No,No,Yes,No,No,No,No,No,No,33.17897605,14.65255992,0.241866281,Biomass
3M52601,0.0793,0.4891,0.1534,0.0701,0.164,0.3863,0.0184,0.0038,0.1087,0.0031,2.601819391,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.68743024,2.601819391,7.64e-4,LPG
3M52616,0.1786,1.5191,1.7383,0.1101,0.3921,0.4109,0.0785,0.0816,0.8806,0.0031,4.288847915,Intervention,Yes,No,No,No,No,No,No,No,No,No,23.23799815,4.288847915,0.158992182,LPG
3M52623,0.1125,0.6651,0.7634,0.2507,1.2921,0.4073,0.0506,0.0188,0.2122,0.0031,15.06607478,Control,Yes,No,No,No,No,No,No,No,No,No,111.8792608,15.06607478,0.484932256,Biomass
3M52627,0.229,1.3235,1.8303,0.156,0.2597,0.2036,0.1059,0.0309,0.4843,0.0338,2.554641751,Intervention,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.75801526,2.554641751,0.235438067,LPG
3M52628,0.2413,1.0961,1.457,0.2422,1.4932,0.6361,0.0575,0.0214,0.5391,0.0137,14.7257118,Control,Yes,No,No,No,No,No,No,No,No,Yes,187.7453225,14.7257118,NA,Biomass
3M52630,0.1563,0.8894,1.1321,0.3355,1.926,0.1751,0.0484,0.0068,0.3601,0.034,17.76949698,Control,Yes,No,No,No,No,No,No,No,No,Yes,192.3147488,17.76949698,2.953519952,Biomass
3M52631,0.2434,1.4654,1.8774,0.2,0.3881,0.2394,0.1151,0.0038,0.6176,0.0031,4.566823226,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.54610885,4.566823226,0.434893598,LPG
3M52632,0.2632,1.3215,1.8849,0.3572,1.5187,0.4071,0.0548,0.0038,0.5428,0.0031,17.38503788,Control,Yes,No,No,No,No,No,No,No,No,No,114.846993,17.38503788,1.752135809,Biomass
3M52633,0.4367,1.8403,2.8205,0.3185,1.4767,0.9902,0.1132,0.1112,0.8642,0.0031,17.40775713,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,106.9242353,17.40775713,4.764405488,Biomass
3M52634,0.2093,1.1436,1.3851,0.1687,0.3512,0.1768,0.0323,0.0038,0.3821,0.0358,2.597468522,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,10.66955829,2.597468522,0.251162671,LPG
3M52636,0.3043,2.0379,2.7686,0.263,0.8823,0.7199,0.0858,0.0038,0.9701,0.0137,12.6702961,Control,Yes,No,No,No,No,No,No,No,No,No,87.17043587,12.6702961,0.904458149,Biomass
3M52640,0.2416,1.2201,1.7227,0.181,0.374,0.2434,0.0858,0.0294,0.4807,0.0119,17.42087649,Control,Yes,No,No,No,No,No,No,No,No,No,74.48225821,17.42087649,1.015998819,Biomass
3M52641,0.2188,1.1071,1.3273,0.1852,0.2266,0.2265,0.0161,0.0068,0.3766,0.0031,1.896078048,Intervention,Yes,No,No,No,No,No,No,No,No,No,11.93164899,1.896078048,4.12108e-4,LPG
3M52642,0.2307,1.2731,1.8484,0.2433,1.1615,0.2471,0.0853,0.0294,0.4752,0.0265,17.68764316,Control,Yes,No,No,No,No,No,No,No,No,Yes,80.19317645,17.68764316,2.404410013,Biomass
3M52643,0.3494,1.9275,3.3669,0.3125,1.3483,0.7143,0.1424,0.0469,0.8094,0.0466,13.72020248,Intervention,Yes,No,No,No,No,No,No,No,No,No,106.5678212,13.72020248,0.804855194,Biomass
3M52703,0.0977,0.3488,0.0416,0.3651,3.5514,0.2769,0.0111,0.0038,0.0279,0.0031,23.24389223,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.6804784,23.24389223,4.470405198,Biomass
3M52705,0.1821,1.1106,1.4386,0.2515,0.3267,0.2254,0.0875,0.0038,0.5811,0.0155,2.60618486,Intervention,Yes,No,No,No,No,No,No,No,No,No,37.3158405,2.60618486,0,LPG
3M52707,0.0789,0.5125,0.092,0.1182,0.1572,0.0247,0.0111,0.0201,0.0867,0.0119,2.588810294,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.63399309,2.588810294,0.049928712,LPG
3M52708,0.1797,0.8138,1.2729,0.1569,0.6041,0.3664,0.0276,0.0038,0.2131,0.0064,5.740168477,Intervention,Yes,No,No,No,No,No,No,No,No,No,37.50462215,5.740168477,0.124598394,LPG
3M52710,0.1887,1.0658,2.0599,0.3194,1.9881,0.4666,0.0767,0.0093,0.3967,0.0046,16.60889378,Control,Yes,No,No,No,No,No,No,No,No,No,166.3460644,16.60889378,1.750488671,Biomass
3M52711,0.145,0.9626,1.4155,0.2272,0.3713,0.1958,0.0853,0.008,0.5391,0.0031,2.614959893,Intervention,Yes,No,No,No,No,No,No,No,No,No,24.57097326,2.614959893,5.171197075,LPG
3M52712,0.1246,0.5886,0.5638,0.1309,0.5663,0.2626,0.0111,0.0038,0.1046,0.0031,6.583459814,Intervention,Yes,No,No,No,No,No,No,No,No,No,42.5045927,6.583459814,0.979247197,Biomass
3M52721,0.0689,0.5209,0.1527,0.1275,0.2308,0.1227,0.0184,0.0093,0.1107,0.0031,2.571665855,Intervention,Yes,No,No,No,No,No,No,No,No,No,25.31484378,2.571665855,2.41883809,LPG
3M52726,0.2166,0.9809,1.6696,0.2909,0.5809,0.2721,0.0731,0.0214,0.6834,0.0031,2.588810294,Intervention,Yes,No,No,No,No,No,No,No,No,No,23.16691764,2.588810294,0.892466917,LPG
3M52728,0.0875,0.4595,0.1594,0.2644,1.4603,0.2685,0.0276,0.0575,0.1315,0.0247,12.73667554,Control,Yes,No,No,No,No,No,No,No,No,No,298.055076,12.73667554,2.030242102,Biomass
3M52730,0.2232,0.6494,1.0534,0.406,3.0656,0.8129,0.0111,0.0201,0.1675,0.01,18.20058192,Intervention,Yes,No,No,No,No,No,No,No,No,No,281.7283452,18.20058192,0,Biomass
3M52731,0.0489,0.1151,0.3808,0.334,1.8712,0.3119,0.0111,0.0522,0.2131,0.0175,12.73667554,Control,Yes,No,No,No,No,No,No,No,No,No,298.055076,12.73667554,2.030242102,Biomass
3M52746,0.1636,0.9438,1.2134,0.202,0.8542,0.2287,0.076,0.0068,0.3766,0.0031,7.406412229,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,133.1116115,7.406412229,1.417581919,Biomass
3M52749,0.1236,0.7038,0.6697,0.1905,0.1569,0.122,0.0184,0.0038,0.2719,0.0031,0.972908539,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,12.01337261,0.972908539,0.004073172,LPG
3M52751,0.0243,0.3192,0.2696,0.0561,0.0159,0.0625,0.0111,0.0038,0.0268,0.0031,2.584502789,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,20.81553332,2.584502789,0.00938755,LPG
3M52752,0.235,1.2791,1.598,0.2493,0.5187,0.2599,0.0714,0.0108,0.4807,0.0137,2.580209595,Intervention,Yes,No,No,No,No,No,No,No,No,No,24.24444869,2.580209595,7.64e-4,LPG
3M52753,0.2935,1.2599,1.667,0.3094,1.026,0.9623,0.046,0.0937,0.5227,0.0285,18.53106719,Control,Yes,No,No,Yes,No,No,No,No,No,No,71.37282708,18.53106719,0.266188305,Biomass
3M52754,0.2814,1.7682,2.7363,0.256,0.4407,0.5314,0.1351,0.0362,0.8532,0.0031,2.601819391,Intervention,Yes,No,No,No,No,No,No,Yes,No,No,24.44750103,2.601819391,0.00247093,LPG
3M52761,0.181,0.7495,0.8182,0.3576,2.6729,0.3066,0.023,0.0214,0.256,0.0031,14.89359744,Control,Yes,No,No,No,No,No,No,No,No,No,177.0382548,14.89359744,2.297757689,Biomass
3M52769,0.2716,1.2599,1.707,0.2736,0.366,0.2274,0.0986,0.0038,0.5464,0.021,4.485695139,Intervention,Yes,No,No,No,No,No,No,No,No,No,29.39964168,4.485695139,2.016148222,LPG
3M52770,0.2484,1.2923,1.8979,0.271,0.511,0.2772,0.076,0.0309,0.5062,0.0175,3.123519048,Control,Yes,No,No,No,No,No,No,No,No,No,32.2036879,3.123519048,0,Biomass
3M52771,0.3707,2.1315,3.8339,0.4179,1.4,0.4007,0.1224,0.0294,1.0943,0.0031,13.03031624,Control,Yes,No,No,No,No,No,No,No,No,No,183.1980308,13.03031624,5.196596441,Biomass
3M52772,0.3161,1.5359,2.2697,0.3512,0.5577,0.2829,0.0365,0.0294,0.6487,0.0301,5.902912432,Intervention,Yes,No,No,No,No,No,No,No,No,No,43.73346698,5.902912432,0.269295079,LPG
3M52773,0.3349,1.5682,2.1928,0.3589,0.6078,0.3877,0.0645,0.0161,0.6688,0.0031,2.614959893,Intervention,Yes,No,No,No,No,No,No,No,No,No,26.91106595,2.614959893,0.009203744,LPG
3M52781,0.3768,1.7247,2.6468,0.3262,0.4613,0.3609,0.0877,0.0121,0.6998,0.0031,2.567415168,Intervention,Yes,No,No,No,No,No,No,No,No,No,25.27300106,2.567415168,2.236340457,LPG
3M52785,0.3209,1.7616,2.8651,0.374,2.0264,0.5218,0.1114,0.0038,0.7802,0.0648,26.08068574,Control,Yes,No,No,No,No,No,No,No,No,No,328.5408789,26.08068574,1.987556334,Biomass
3M52788,0.2117,1.1049,1.3091,0.2394,0.1803,0.1706,0.0506,0.0133,0.4131,0.0031,2.773192288,Intervention,Yes,No,No,No,No,No,No,No,No,No,19.27339543,2.773192288,0.039683735,LPG
3M52789,0.2568,1.0304,1.7993,0.4116,0.7417,0.3446,0.0858,0.0038,0.5537,0.0119,14.63925475,Control,Yes,No,No,No,No,No,No,No,No,No,126.2663029,14.63925475,4.478211146,Biomass
3M52791,0.4224,1.3829,1.941,0.3795,1.7872,1.0262,0.1041,0.0349,0.6816,0.0374,15.69448955,Control,Yes,No,No,No,Yes,No,No,No,No,Yes,114.2797615,15.69448955,1.710867342,Biomass
3M52793,0.2623,1.1622,1.7585,0.4001,1.716,0.4847,0.0731,0.0038,0.5957,0.0447,15.78417612,Control,Yes,No,No,No,No,No,No,No,No,No,82.84857965,15.78417612,1.01001506,Biomass
3M52796,0.193,1.0888,1.8387,0.5514,3.5057,0.2086,0.0575,0.0201,0.4953,0.0283,13.58888799,Control,Yes,No,No,No,No,No,No,No,No,No,256.1496098,13.58888799,3.949365213,Biomass
3M52805,0.2055,1.1882,1.2357,0.2584,0.3371,0.1974,0.0548,0.0161,0.3492,0.0466,2.737298066,Intervention,Yes,No,No,No,No,No,No,No,No,No,26.94528637,2.737298066,0.008802457,LPG
3M52807,0.2728,1.3032,1.8745,0.3026,0.3863,0.2414,0.0645,0.0241,0.5282,0.0082,2.610565002,Intervention,Yes,No,No,No,No,No,No,No,No,No,25.69775738,2.610565002,0,LPG
3M52809,0.2807,1.5837,2.1934,0.2763,0.2876,0.3446,0.0805,0.0321,0.7345,0.0411,2.608463199,Intervention,Yes,Yes,No,No,Yes,No,No,No,No,Yes,12.93066578,2.608463199,0.222052599,LPG
3M52813,0.0588,0.496,0.2712,0.1903,0.2444,0.2075,0.023,0.0294,0.0917,0.0031,2.631714663,Intervention,Yes,No,No,No,No,No,No,No,No,No,23.88049254,2.631714663,0.011711209,LPG
3M52823,0.2862,1.0028,1.049,0.223,1.8329,0.7543,0.0599,0.0455,0.5282,0.0046,8.329430659,Control,Yes,No,No,No,No,No,No,No,No,Yes,80.89431898,8.329430659,0.891968932,Biomass
3M52824,0.1147,0.6383,0.3749,0.2506,2.2566,0.2131,0.0184,0.0321,0.2042,0.0447,13.37814193,Control,Yes,No,No,No,No,No,No,No,No,No,154.967895,13.37814193,0.820496603,Biomass
3M52830,0.1801,2.2383,3.2055,0.1503,0.6889,0.6282,0.168,0.1125,1.14,0.0137,6.790535325,Control,Yes,No,No,No,No,No,No,No,No,No,41.10439459,6.790535325,0.606450127,Biomass
3M52832,0.2646,0.7725,1.1522,0.1653,0.5822,0.7269,0.046,0.0281,0.2381,0.0356,6.988580896,Control,Yes,No,No,No,No,No,No,No,No,No,62.75987722,6.988580896,NA,Biomass
3M52836,0.2053,1.4179,1.5942,0.1709,0.8636,0.4235,0.0599,0.0321,0.6542,0.0082,7.981056145,Intervention,Yes,No,No,No,No,No,No,No,No,No,61.25490088,7.981056145,0.60784726,Biomass
3M52837,0.1149,0.6032,0.2044,0.1286,0.6259,0.156,0.0184,0.0038,0.1225,0.0228,7.380729459,Intervention,Yes,No,No,No,No,No,No,No,No,No,48.73174663,7.380729459,0.351596542,Biomass
3M52840,0.17,1.4689,2.3466,0.2277,1.3836,0.5661,0.095,0.051,1.0249,0.0321,9.839453662,Control,Yes,No,No,No,No,No,No,No,No,No,208.1504265,9.839453662,2.486775287,Biomass
3M52841,0.2904,1.1747,1.6038,0.3302,2.6255,0.8556,0.0599,0.0415,0.5464,0.0031,17.30151254,Control,Yes,No,No,No,No,No,No,No,No,No,195.1100871,17.30151254,1.625174778,Biomass
3M52849,0.1147,0.851,0.412,0.1735,0.2164,0.1751,0.0276,0.0038,0.1903,0.0265,5.14838627,Control,Yes,No,No,No,No,No,No,No,No,No,36.06612343,5.14838627,0.776879153,Biomass
3M52851,0.0424,0.3086,0.0088,0.1118,0.1669,0.0453,0.0111,0.0038,0.0055,0.01,1.402610075,Intervention,Yes,No,No,No,No,No,No,No,No,No,17.09265051,1.402610075,0.090815648,LPG
3M52869,0.0716,0.4516,0.0367,0.256,0.2686,0.1067,0.0111,0.008,0.0767,0.0119,4.828012787,Control,Yes,No,No,No,No,No,No,No,No,No,27.19306128,4.828012787,0.392416667,Biomass
3M52876,0.0767,0.3742,0.1638,0.2297,0.4007,0.1974,0.0111,0.008,0.1306,0.0031,6.195658251,Control,Yes,No,No,No,No,No,No,No,No,No,26.45357378,6.195658251,0.145442366,Biomass
3M52899,0.2544,0.6279,0.7256,0.2164,0.5039,0.5373,0.0254,0.0133,0.2549,0.0031,8.16809788,Control,Yes,No,No,No,No,No,No,No,No,No,50.48196581,8.16809788,NA,Biomass
3M52905,0.0647,0.4352,0.8691,0.5913,5.3466,0.1689,0.0276,0.0068,0.248,0.0031,13.83898174,Control,Yes,No,No,No,No,No,No,No,No,Yes,670.8799222,13.83898174,6.562397125,Biomass
3M52906,0.0321,0.0878,0.1965,0.2058,0.1845,0.1172,0.0184,0.0038,0.1624,0.0031,2.595982534,Control,Yes,No,No,No,No,No,No,No,No,Yes,11.50132722,2.595982534,0.373874495,Biomass
3M52909,0.0281,0.0513,0.1945,0.2,0.5503,0.1065,0.0111,0.0038,0.1574,0.0031,7.3083276680000004,Intervention,Yes,No,No,No,No,No,No,No,No,No,37.84694466,7.3083276680000004,8e-4,LPG
3M52916,0.114,0.364,0.9719,0.4104,0.4091,0.5939,0.0506,0.0482,0.3706,0.0175,6.170166476,Intervention,Yes,No,Yes,No,No,No,No,No,No,No,194.5479963,6.170166476,0.632750175,LPG
3M52922,0.1428,0.6273,1.3136,0.2405,0.3349,0.2341,0.0369,0.0228,0.4533,0.0031,2.641643157,Intervention,Yes,No,No,No,No,No,No,No,No,No,21.27574069,2.641643157,0.305849201,LPG
3M52928,0.3024,0.862,1.6462,0.7197,4.1595,0.7553,0.0853,0.0321,0.53,0.0064,11.47207973,Control,Yes,No,No,No,No,No,No,No,No,No,251.4600106,11.47207973,2.205378311,Biomass
3M52929,0.1052,1.3034,1.4864,0.1467,0.3033,0.2232,0.053,0.0309,0.6231,0.0137,2.593132181,Intervention,Yes,No,No,No,Yes,Yes,No,No,No,No,30.16727172,2.593132181,0.041638484,LPG
3M52933,0.1158,0.6881,0.7196,0.1857,0.4787,0.2836,0.023,0.0038,0.2699,0.0046,9.388142134,Control,Yes,No,No,No,No,No,No,No,No,No,36.82159095,9.388142134,0.30394003000000003,Biomass
3M52936,0.0917,0.5795,0.3662,0.1403,0.5057,0.2591,0.0111,0.0133,0.2082,0.0031,12.083154,Control,Yes,No,No,No,No,No,No,No,No,No,61.52525669,12.083154,0.690330251,Biomass
3M52942,0.1357,1.1239,2.0595,0.2765,0.8344,0.4215,0.0506,0.0389,0.6633,0.0064,12.23372261,Control,Yes,No,No,No,No,No,No,No,No,No,86.28494836,12.23372261,0.196349563,Biomass
3M52944,0.0066,0.0077,0.0088,0.0033,0.002,0.0075,0.0111,0.0038,0.0055,0.0031,2.590985656,Intervention,Yes,No,No,No,No,No,No,No,No,No,14.00791803,2.590985656,0.051447256,LPG
3M52954,0.0457,0.0077,0.0088,0.1574,0.9961,0.1848,0.0161,0.0038,0.0617,0.0031,11.8482826,Control,Yes,No,No,No,No,No,No,No,No,No,114.5566929,11.8482826,1.856064806,Biomass
3M52959,0.0928,0.3488,1.2373,0.2707,1.3452,0.4226,0.0438,0.0188,0.2471,0.0285,11.42799254,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,70.77706057,11.42799254,7.619893782,LPG
3M52961,0.1109,0.8825,1.2426,0.181,0.8394,0.3758,0.0668,0.0201,0.5209,0.0031,6.119882631,Control,Yes,No,No,No,No,No,No,No,No,No,52.06379164,6.119882631,0.997718927,Biomass
3M52964,0.0793,0.5968,0.5135,0.1545,0.5128,0.1675,0.046,0.0108,0.28,0.0031,6.529868679,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,50.63305337,6.529868679,0.989826272,LPG
3M52965,0.0522,0.4368,0.7294,0.1857,0.9111,0.2122,0.053,0.0133,0.3967,0.0321,6.529868679,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,50.63305337,6.529868679,0.989826272,LPG
3M52966,0.0643,0.4714,0.8963,0.1094,0.2394,0.2195,0.0553,0.0173,0.2789,0.0031,2.025100913,Intervention,Yes,No,No,No,No,No,No,No,No,No,19.24954834,2.025100913,0.0273996,LPG
3M52968,0.1085,0.4328,0.2385,0.3722,1.6502,0.3021,0.03,0.0321,0.1255,0.0155,10.24523473,Control,Yes,No,No,No,No,No,No,No,No,No,152.3149618,10.24523473,7.654448665,Biomass
3M52980,0.1282,0.6593,0.7511,0.1282,1.0143,0.4169,0.0254,0.0038,0.267,0.0031,10.04948903,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,95.50600154,10.04948903,1.131698163,Biomass
3M52981,0.0519,0.1443,0.1467,0.1527,0.4484,0.0893,0.0111,0.0038,0.1205,0.0031,7.419316068,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,48.56957775,7.419316068,0.088353995,LPG
3M52982,0.1403,1.6548,3.722,0.1309,0.4728,0.4336,0.1918,0.0495,1.3043,0.0064,2.588810294,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,38.22541411,2.588810294,1.001155226,LPG
3M52987,0.0526,0.1854,0.2781,0.195,0.9137,0.1823,0.0206,0.0133,0.2431,0.0119,13.87978791,Control,Yes,No,No,No,No,No,No,No,No,No,55.02641368,13.87978791,5.281030291,Biomass
3M52989,0.3046,0.6233,1.4194,0.1963,1.3708,1.4132,0.0645,0.1072,0.5501,0.0046,8.80450741,Control,Yes,No,No,No,No,No,No,No,No,No,66.51887244,8.80450741,NA,Biomass
3M52991,0.0546,0.3243,1.1009,0.2097,0.2456,0.3132,0.0575,0.0108,0.4807,0.0155,2.900384239,Intervention,Yes,No,No,No,No,No,No,No,No,No,11.67356007,2.900384239,0,LPG
3M52992,0.0128,0.4719,1.2053,0.097,0.2555,0.24,0.0484,0.0161,0.6323,0.0031,2.871425229,Intervention,Yes,No,No,No,No,No,No,No,No,No,28.37672882,2.871425229,0.165417733,LPG
3M52994,0.0276,0.0172,0.3028,0.24,0.2926,0.088,0.0254,0.008,0.2093,0.0046,2.588810294,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.63399309,2.588810294,0.006455637,LPG
3M52996,0.1952,1.2786,1.5116,0.0942,0.1538,0.2993,0.0736,0.0254,0.5811,0.0082,2.628233801,Intervention,Yes,No,No,No,No,No,No,No,No,No,21.16774201,2.628233801,0.0385342,LPG
3M53000,0.1881,0.7983,0.9473,0.2464,1.9844,0.4891,0.023,0.0294,0.2949,0.0031,19.63028397,Control,Yes,No,No,No,Yes,No,No,No,No,Yes,358.9864977,19.63028397,3.93856845,Biomass
3M53001,0.0973,0.433,0.3506,0.1748,1.0857,0.122,0.0111,0.0093,0.1156,0.0031,10.29022818,Control,Yes,No,No,No,No,No,No,No,No,No,59.8350853,10.29022818,2.142325102,Biomass
3M53013,0.1227,0.5411,0.6695,0.2268,0.3947,0.1229,0.0206,0.0201,0.261,0.0064,5.459739631,Intervention,Yes,No,No,Yes,No,No,No,No,No,Yes,27.70794137,5.459739631,1.786524188,LPG
3M53019,0.0825,0.1938,0.4096,0.4427,2.0027,0.2794,0.0276,0.0201,0.2082,0.0031,12.96524138,Control,Yes,No,No,No,No,No,No,No,No,No,232.8119316,12.96524138,1.159789157,Biomass
3M53022,0.2531,1.9136,3.6929,0.3954,0.5871,0.5612,0.179,0.0562,1.5454,0.0031,5.193982331,Intervention,No,No,No,No,No,No,No,No,No,No,32.93487623,5.193982331,0.248343373,LPG
3M53029,0.0309,0.0077,0.3861,0.1269,0.1424,0.2329,0.0111,0.0038,0.1545,0.0031,1.681106647,Intervention,Yes,No,No,No,No,No,No,No,No,No,11.72039301,1.681106647,0.133758639,LPG
3M53033,0.0787,0.1512,0.4235,0.2789,0.3853,0.0984,0.023,0.0133,0.2171,0.0046,2.668876592,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,10.96287948,2.668876592,0.503340514,LPG
3M53040,0.2118,0.7543,1.9653,0.2805,0.465,0.2736,0.0575,0.0133,0.5775,0.0031,6.327244503,Control,Yes,No,No,No,No,No,No,No,No,No,46.53060336,6.327244503,1.159545484,Biomass
3M53049,0.2044,0.8534,1.4238,0.4851,1.8949,0.7818,0.0944,0.0161,0.5099,0.0031,11.40455079,Control,Yes,No,No,No,No,No,No,No,No,Yes,162.0118903,11.40455079,1.550332604,Biomass
3M53050,0.206,0.8773,1.3949,0.362,1.3483,0.4867,0.0276,0.0173,0.5811,0.0031,20.82294872,Control,Yes,No,No,No,No,No,No,No,No,No,153.3909347,20.82294872,0.415974428,Biomass
3M53058,0.2078,0.8742,1.6363,0.194,0.3236,0.2675,0.0714,0.0038,0.5683,0.0031,2.268194414,Intervention,Yes,No,No,No,No,No,No,NA,No,No,19.32110608,2.268194414,0.42793736,LPG
3M53068,0.2915,1.1084,1.8274,0.4049,2.2639,0.7044,0.0621,0.0201,0.4789,0.0031,17.48101443,Control,Yes,No,No,No,No,No,No,No,No,No,202.8469689,17.48101443,3.917718298,Biomass
3M53070,0.3386,1.125,1.8551,0.3119,1.0454,0.4171,0.0575,0.0402,0.6615,0.0194,8.416340329,Control,Yes,No,No,Yes,No,No,No,No,No,No,44.91545257,8.416340329,0.221857067,Biomass
3M53071,0.2758,1.2773,2.0489,0.2833,0.757,0.5702,0.0438,0.0173,0.6633,0.0031,10.55631908,Control,Yes,No,No,No,No,No,No,No,No,No,72.42095263,10.55631908,2.452891724,Biomass
3M53075,0.2573,0.7164,2.4512,0.4642,1.0894,0.6224,0.0645,0.0148,0.4825,0.0031,10.0707012,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,54.3303591,10.0707012,0.470609118,LPG
3M53076,0.3886,1.1086,2.3862,0.4226,1.9844,0.686,0.076,0.0402,0.7309,0.0031,15.10131335,Control,Yes,No,No,No,No,No,No,No,No,Yes,119.6324436,15.10131335,1.649354167,Biomass
3M53079,0.4803,1.1641,2.41,0.4142,1.4639,2.9498,0.0668,0.0334,0.7583,0.0064,13.81797631,Control,Yes,No,No,No,No,No,No,No,No,No,90.39793877,13.81797631,1.437708317,Biomass
3M53105,0.1214,0.2464,0.4741,0.345,0.5945,0.3594,0.0254,0.0374,0.276,0.0031,11.4700933,Control,Yes,No,No,No,No,No,No,No,No,No,58.04997774,11.4700933,1.267365571,Biomass
3M53107,0.2082,0.8005,1.712,0.3961,2.0831,0.3138,0.053,0.0038,0.5154,0.0064,18.40324617,Control,Yes,No,No,No,No,No,No,No,No,Yes,78.63645922,18.40324617,2.930200152,Biomass
3M53111,0.3145,1.0729,2.1028,0.5451,2.1232,0.5545,0.0736,0.0294,0.7802,0.0031,18.41388743,Control,Yes,No,No,No,No,No,No,No,No,No,152.8781367,18.41388743,2.115951576,Biomass
3M53113,0.2568,1.6491,2.8169,0.3101,0.7502,0.528,0.1151,0.0349,0.8496,0.0137,18.38759788,Control,Yes,No,No,No,No,No,No,No,No,Yes,156.8126026,18.38759788,2.550215417,Biomass
3M53118,0.2392,1.1632,2.1554,0.3415,0.3037,0.309,0.0736,0.0241,0.656,0.0031,1.596680527,Intervention,Yes,No,No,No,No,No,No,No,No,No,16.83160249,1.596680527,NA,LPG
3M53119,0.4577,2.6041,4.405,0.532,2.7862,1.2042,0.2849,0.071,2.0476,0.0031,18.99960236,Control,Yes,No,No,No,No,No,No,No,No,No,157.4262021,18.99960236,1.094080575,Biomass
3M53122,0.5304,1.6216,4.4284,0.4343,0.7367,1.524,0.1359,0.055,1.0925,0.0632,4.595467606,Control,Yes,No,No,No,No,No,No,No,No,No,36.21317875,4.595467606,0.166063165,Biomass
