filter_id,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,BC,arm,fueltype
3M52414,0.1096,0.7948,0.7172,0.6242,0.3019,0.3665,0.046,0.0121,0.3784,0.0267,2.727168781,Intervention,LPG
3M52415,0.0426,0.3446,0.0223,0.3026,0.1691,0.0296,0.0111,0.0038,0.0807,0.0064,1.909013314,Intervention,LPG
3M52417,0.057,0.2069,0.6686,0.3083,0.6299,0.208,0.0206,0.0038,0.1255,0.0031,3.898110877,Intervention,LPG
3M52421,0.0665,0.3786,0.238,0.473,0.6516,0.1744,0.0254,0.008,0.1733,0.0046,11.0691915,Control,Biomass
3M52422,0.0351,0.1934,0.4977,0.8078,0.6754,0.1401,0.0506,0.0309,0.2102,0.0137,7.335377928,Control,Biomass
3M52427,0.2741,0.929,1.8544,0.6772,3.3377,1.3151,0.1198,0.0575,0.5793,0.0358,10.59301426,Control,Biomass
3M52433,0.1048,0.0866,0.1001,0.7687,0.8087,0.4635,0.0184,0.008,0.1424,0.0064,10.00328632,Control,Biomass
3M52434,0.0913,0.2798,0.3877,0.687,0.7871,0.614,0.0553,0.0121,0.3674,0.0046,10.68314045,Control,Biomass
3M52452,0.0871,0.3875,0.3074,0.2621,0.6218,0.135,0.0184,0.0093,0.1107,0.0046,10.48982616,Control,Biomass
3M52457,0.0741,0.4915,0.1116,0.8405,0.5804,0.1193,0.0111,0.0161,0.1127,0.0064,7.12054123,Intervention,LPG
3M52466,0.0847,0.3618,0.0088,0.1147,1.0097,0.0763,0.0111,0.0038,0.0657,0.0192,5.927848569,Control,Biomass
3M52467,0.145,0.5431,0.4297,0.3815,2.1835,0.2223,0.0276,0.0228,0.1892,0.0031,10.15027067,Intervention,Biomass
3M52468,0.1503,0.6164,0.5329,0.4047,2.3953,0.4124,0.0254,0.0108,0.1912,0.0502,20.15251497,Control,Biomass
3M52475,0.1644,0.6476,0.7143,0.4904,2.052,0.5132,0.0184,0.0228,0.282,0.0356,14.26314355,Control,Biomass
3M52477,0.2078,1.6192,2.3937,0.3401,0.8971,0.9595,0.1114,0.0038,0.8003,0.0082,11.67498585,Intervention,LPG
3M52482,0.0723,0.5539,0.1169,0.2133,0.2471,0.0482,0.0184,0.0038,0.1046,0.0031,2.63019326,Intervention,LPG
3M52488,0.0902,0.4746,0.0088,0.2305,0.1744,0.0402,0.0111,0.0038,0.023,0.0031,2.540671057,Intervention,LPG
3M52490,0.0815,0.4392,0.0533,0.1919,0.107,0.0369,0.0111,0.0038,0.0966,0.0484,1.984507941,Intervention,LPG
3M52495,0.1056,0.5355,0.3994,0.1476,0.5172,0.2051,0.0415,0.0442,0.1614,0.0031,5.895776828,Control,Biomass
3M52502,0.061,0.112,0.4372,0.3505,1.9552,0.1766,0.0111,0.0038,0.1246,0.0119,8.055836713,Intervention,LPG
3M52509,0.1236,0.7086,0.645,0.1662,0.4633,0.2747,0.0111,0.0038,0.1724,0.0173,5.931652544,Intervention,LPG
3M52510,0.1538,1.4977,1.6468,0.3064,0.2856,0.2422,0.076,0.0173,0.5994,0.0031,5.603748536,Intervention,LPG
3M52518,0.1463,0.8865,0.6819,0.1859,0.2721,0.2606,0.0575,0.0133,0.2719,0.0031,3.696382127,Intervention,LPG
3M52527,0.0895,0.5831,0.3892,0.2623,0.3295,0.1266,0.0111,0.0038,0.1565,0.0031,4.111554342,Intervention,LPG
3M52533,0.12,0.4739,0.2473,0.3006,0.3601,0.2188,0.0111,0.0068,0.1026,0.01,5.097563023,Control,Biomass
3M52540,0.0798,0.5123,0.2075,0.2876,0.3457,0.0893,0.0484,0.0038,0.1266,0.0031,5.957249919,Intervention,LPG
3M52542,0.1019,0.7243,0.3976,0.2785,0.288,0.1739,0.0369,0.0038,0.2422,0.0082,2.614959893,Control,Biomass
3M52543,0.1793,1.0055,0.847,0.2878,0.6038,0.5778,0.0853,0.0038,0.3455,0.0031,5.928153281,Intervention,LPG
3M52547,0.1213,0.69,0.6145,0.2654,0.4367,0.2031,0.0111,0.0201,0.1635,0.0031,7.717689769,Intervention,LPG
3M52561,0.1182,0.5831,0.2197,0.2703,0.3068,0.0581,0.0369,0.0038,0.1315,0.0031,2.60618486,Intervention,LPG
3M52590,0.1768,0.6209,0.5042,0.3154,0.7174,0.1777,0.0111,0.0038,0.1764,0.023,12.42106387,Control,Biomass
3M52596,0.2287,0.7552,1.2052,0.1496,0.437,1.18,0.053,0.0148,0.2789,0.0064,14.65255992,Control,Biomass
3M52601,0.0793,0.4891,0.1534,0.0701,0.164,0.3863,0.0184,0.0038,0.1087,0.0031,2.601819391,Intervention,LPG
3M52616,0.1786,1.5191,1.7383,0.1101,0.3921,0.4109,0.0785,0.0816,0.8806,0.0031,4.288847915,Intervention,LPG
3M52623,0.1125,0.6651,0.7634,0.2507,1.2921,0.4073,0.0506,0.0188,0.2122,0.0031,15.06607478,Control,Biomass
3M52627,0.229,1.3235,1.8303,0.156,0.2597,0.2036,0.1059,0.0309,0.4843,0.0338,2.554641751,Intervention,LPG
3M52628,0.2413,1.0961,1.457,0.2422,1.4932,0.6361,0.0575,0.0214,0.5391,0.0137,14.7257118,Control,Biomass
3M52630,0.1563,0.8894,1.1321,0.3355,1.926,0.1751,0.0484,0.0068,0.3601,0.034,17.76949698,Control,Biomass
3M52631,0.2434,1.4654,1.8774,0.2,0.3881,0.2394,0.1151,0.0038,0.6176,0.0031,4.566823226,Intervention,LPG
3M52632,0.2632,1.3215,1.8849,0.3572,1.5187,0.4071,0.0548,0.0038,0.5428,0.0031,17.38503788,Control,Biomass
3M52633,0.4367,1.8403,2.8205,0.3185,1.4767,0.9902,0.1132,0.1112,0.8642,0.0031,17.40775713,Intervention,Biomass
3M52634,0.2093,1.1436,1.3851,0.1687,0.3512,0.1768,0.0323,0.0038,0.3821,0.0358,2.597468522,Intervention,LPG
3M52636,0.3043,2.0379,2.7686,0.263,0.8823,0.7199,0.0858,0.0038,0.9701,0.0137,12.6702961,Control,Biomass
3M52640,0.2416,1.2201,1.7227,0.181,0.374,0.2434,0.0858,0.0294,0.4807,0.0119,17.42087649,Control,Biomass
3M52641,0.2188,1.1071,1.3273,0.1852,0.2266,0.2265,0.0161,0.0068,0.3766,0.0031,1.896078048,Intervention,LPG
3M52642,0.2307,1.2731,1.8484,0.2433,1.1615,0.2471,0.0853,0.0294,0.4752,0.0265,17.68764316,Control,Biomass
3M52643,0.3494,1.9275,3.3669,0.3125,1.3483,0.7143,0.1424,0.0469,0.8094,0.0466,13.72020248,Intervention,Biomass
3M52703,0.0977,0.3488,0.0416,0.3651,3.5514,0.2769,0.0111,0.0038,0.0279,0.0031,23.24389223,Control,Biomass
3M52705,0.1821,1.1106,1.4386,0.2515,0.3267,0.2254,0.0875,0.0038,0.5811,0.0155,2.60618486,Intervention,LPG
3M52707,0.0789,0.5125,0.092,0.1182,0.1572,0.0247,0.0111,0.0201,0.0867,0.0119,2.588810294,Intervention,LPG
3M52708,0.1797,0.8138,1.2729,0.1569,0.6041,0.3664,0.0276,0.0038,0.2131,0.0064,5.740168477,Intervention,LPG
3M52710,0.1887,1.0658,2.0599,0.3194,1.9881,0.4666,0.0767,0.0093,0.3967,0.0046,16.60889378,Control,Biomass
3M52711,0.145,0.9626,1.4155,0.2272,0.3713,0.1958,0.0853,0.008,0.5391,0.0031,2.614959893,Intervention,LPG
3M52712,0.1246,0.5886,0.5638,0.1309,0.5663,0.2626,0.0111,0.0038,0.1046,0.0031,6.583459814,Intervention,Biomass
3M52721,0.0689,0.5209,0.1527,0.1275,0.2308,0.1227,0.0184,0.0093,0.1107,0.0031,2.571665855,Intervention,LPG
3M52726,0.2166,0.9809,1.6696,0.2909,0.5809,0.2721,0.0731,0.0214,0.6834,0.0031,2.588810294,Intervention,LPG
3M52728,0.0875,0.4595,0.1594,0.2644,1.4603,0.2685,0.0276,0.0575,0.1315,0.0247,12.73667554,Control,Biomass
3M52730,0.2232,0.6494,1.0534,0.406,3.0656,0.8129,0.0111,0.0201,0.1675,0.01,18.20058192,Intervention,Biomass
3M52731,0.0489,0.1151,0.3808,0.334,1.8712,0.3119,0.0111,0.0522,0.2131,0.0175,12.73667554,Control,Biomass
3M52746,0.1636,0.9438,1.2134,0.202,0.8542,0.2287,0.076,0.0068,0.3766,0.0031,7.406412229,Intervention,Biomass
3M52749,0.1236,0.7038,0.6697,0.1905,0.1569,0.122,0.0184,0.0038,0.2719,0.0031,0.972908539,Intervention,LPG
3M52751,0.0243,0.3192,0.2696,0.0561,0.0159,0.0625,0.0111,0.0038,0.0268,0.0031,2.584502789,Intervention,LPG
3M52752,0.235,1.2791,1.598,0.2493,0.5187,0.2599,0.0714,0.0108,0.4807,0.0137,2.580209595,Intervention,LPG
3M52753,0.2935,1.2599,1.667,0.3094,1.026,0.9623,0.046,0.0937,0.5227,0.0285,18.53106719,Control,Biomass
3M52754,0.2814,1.7682,2.7363,0.256,0.4407,0.5314,0.1351,0.0362,0.8532,0.0031,2.601819391,Intervention,LPG
3M52761,0.181,0.7495,0.8182,0.3576,2.6729,0.3066,0.023,0.0214,0.256,0.0031,14.89359744,Control,Biomass
3M52769,0.2716,1.2599,1.707,0.2736,0.366,0.2274,0.0986,0.0038,0.5464,0.021,4.485695139,Intervention,LPG
3M52770,0.2484,1.2923,1.8979,0.271,0.511,0.2772,0.076,0.0309,0.5062,0.0175,3.123519048,Control,Biomass
3M52771,0.3707,2.1315,3.8339,0.4179,1.4,0.4007,0.1224,0.0294,1.0943,0.0031,13.03031624,Control,Biomass
3M52772,0.3161,1.5359,2.2697,0.3512,0.5577,0.2829,0.0365,0.0294,0.6487,0.0301,5.902912432,Intervention,LPG
3M52773,0.3349,1.5682,2.1928,0.3589,0.6078,0.3877,0.0645,0.0161,0.6688,0.0031,2.614959893,Intervention,LPG
3M52781,0.3768,1.7247,2.6468,0.3262,0.4613,0.3609,0.0877,0.0121,0.6998,0.0031,2.567415168,Intervention,LPG
3M52785,0.3209,1.7616,2.8651,0.374,2.0264,0.5218,0.1114,0.0038,0.7802,0.0648,26.08068574,Control,Biomass
3M52788,0.2117,1.1049,1.3091,0.2394,0.1803,0.1706,0.0506,0.0133,0.4131,0.0031,2.773192288,Intervention,LPG
3M52789,0.2568,1.0304,1.7993,0.4116,0.7417,0.3446,0.0858,0.0038,0.5537,0.0119,14.63925475,Control,Biomass
3M52791,0.4224,1.3829,1.941,0.3795,1.7872,1.0262,0.1041,0.0349,0.6816,0.0374,15.69448955,Control,Biomass
3M52793,0.2623,1.1622,1.7585,0.4001,1.716,0.4847,0.0731,0.0038,0.5957,0.0447,15.78417612,Control,Biomass
3M52796,0.193,1.0888,1.8387,0.5514,3.5057,0.2086,0.0575,0.0201,0.4953,0.0283,13.58888799,Control,Biomass
3M52805,0.2055,1.1882,1.2357,0.2584,0.3371,0.1974,0.0548,0.0161,0.3492,0.0466,2.737298066,Intervention,LPG
3M52807,0.2728,1.3032,1.8745,0.3026,0.3863,0.2414,0.0645,0.0241,0.5282,0.0082,2.610565002,Intervention,LPG
3M52809,0.2807,1.5837,2.1934,0.2763,0.2876,0.3446,0.0805,0.0321,0.7345,0.0411,2.608463199,Intervention,LPG
3M52813,0.0588,0.496,0.2712,0.1903,0.2444,0.2075,0.023,0.0294,0.0917,0.0031,2.631714663,Intervention,LPG
3M52823,0.2862,1.0028,1.049,0.223,1.8329,0.7543,0.0599,0.0455,0.5282,0.0046,8.329430659,Control,Biomass
3M52824,0.1147,0.6383,0.3749,0.2506,2.2566,0.2131,0.0184,0.0321,0.2042,0.0447,13.37814193,Control,Biomass
3M52830,0.1801,2.2383,3.2055,0.1503,0.6889,0.6282,0.168,0.1125,1.14,0.0137,6.790535325,Control,Biomass
3M52832,0.2646,0.7725,1.1522,0.1653,0.5822,0.7269,0.046,0.0281,0.2381,0.0356,6.988580896,Control,Biomass
3M52836,0.2053,1.4179,1.5942,0.1709,0.8636,0.4235,0.0599,0.0321,0.6542,0.0082,7.981056145,Intervention,Biomass
3M52837,0.1149,0.6032,0.2044,0.1286,0.6259,0.156,0.0184,0.0038,0.1225,0.0228,7.380729459,Intervention,Biomass
3M52840,0.17,1.4689,2.3466,0.2277,1.3836,0.5661,0.095,0.051,1.0249,0.0321,9.839453662,Control,Biomass
3M52841,0.2904,1.1747,1.6038,0.3302,2.6255,0.8556,0.0599,0.0415,0.5464,0.0031,17.30151254,Control,Biomass
3M52849,0.1147,0.851,0.412,0.1735,0.2164,0.1751,0.0276,0.0038,0.1903,0.0265,5.14838627,Control,Biomass
3M52851,0.0424,0.3086,0.0088,0.1118,0.1669,0.0453,0.0111,0.0038,0.0055,0.01,1.402610075,Intervention,LPG
3M52869,0.0716,0.4516,0.0367,0.256,0.2686,0.1067,0.0111,0.008,0.0767,0.0119,4.828012787,Control,Biomass
3M52876,0.0767,0.3742,0.1638,0.2297,0.4007,0.1974,0.0111,0.008,0.1306,0.0031,6.195658251,Control,Biomass
3M52899,0.2544,0.6279,0.7256,0.2164,0.5039,0.5373,0.0254,0.0133,0.2549,0.0031,8.16809788,Control,Biomass
3M52905,0.0647,0.4352,0.8691,0.5913,5.3466,0.1689,0.0276,0.0068,0.248,0.0031,13.83898174,Control,Biomass
3M52906,0.0321,0.0878,0.1965,0.2058,0.1845,0.1172,0.0184,0.0038,0.1624,0.0031,2.595982534,Control,Biomass
3M52909,0.0281,0.0513,0.1945,0.2,0.5503,0.1065,0.0111,0.0038,0.1574,0.0031,7.3083276680000004,Intervention,LPG
3M52916,0.114,0.364,0.9719,0.4104,0.4091,0.5939,0.0506,0.0482,0.3706,0.0175,6.170166476,Intervention,LPG
3M52922,0.1428,0.6273,1.3136,0.2405,0.3349,0.2341,0.0369,0.0228,0.4533,0.0031,2.641643157,Intervention,LPG
3M52928,0.3024,0.862,1.6462,0.7197,4.1595,0.7553,0.0853,0.0321,0.53,0.0064,11.47207973,Control,Biomass
3M52929,0.1052,1.3034,1.4864,0.1467,0.3033,0.2232,0.053,0.0309,0.6231,0.0137,2.593132181,Intervention,LPG
3M52933,0.1158,0.6881,0.7196,0.1857,0.4787,0.2836,0.023,0.0038,0.2699,0.0046,9.388142134,Control,Biomass
3M52936,0.0917,0.5795,0.3662,0.1403,0.5057,0.2591,0.0111,0.0133,0.2082,0.0031,12.083154,Control,Biomass
3M52942,0.1357,1.1239,2.0595,0.2765,0.8344,0.4215,0.0506,0.0389,0.6633,0.0064,12.23372261,Control,Biomass
3M52944,0.0066,0.0077,0.0088,0.0033,0.002,0.0075,0.0111,0.0038,0.0055,0.0031,2.590985656,Intervention,LPG
3M52954,0.0457,0.0077,0.0088,0.1574,0.9961,0.1848,0.0161,0.0038,0.0617,0.0031,11.8482826,Control,Biomass
3M52959,0.0928,0.3488,1.2373,0.2707,1.3452,0.4226,0.0438,0.0188,0.2471,0.0285,11.42799254,Intervention,LPG
3M52961,0.1109,0.8825,1.2426,0.181,0.8394,0.3758,0.0668,0.0201,0.5209,0.0031,6.119882631,Control,Biomass
3M52964,0.0793,0.5968,0.5135,0.1545,0.5128,0.1675,0.046,0.0108,0.28,0.0031,6.529868679,Intervention,LPG
3M52965,0.0522,0.4368,0.7294,0.1857,0.9111,0.2122,0.053,0.0133,0.3967,0.0321,6.529868679,Intervention,LPG
3M52966,0.0643,0.4714,0.8963,0.1094,0.2394,0.2195,0.0553,0.0173,0.2789,0.0031,2.025100913,Intervention,LPG
3M52968,0.1085,0.4328,0.2385,0.3722,1.6502,0.3021,0.03,0.0321,0.1255,0.0155,10.24523473,Control,Biomass
3M52980,0.1282,0.6593,0.7511,0.1282,1.0143,0.4169,0.0254,0.0038,0.267,0.0031,10.04948903,Intervention,Biomass
3M52981,0.0519,0.1443,0.1467,0.1527,0.4484,0.0893,0.0111,0.0038,0.1205,0.0031,7.419316068,Intervention,LPG
3M52982,0.1403,1.6548,3.722,0.1309,0.4728,0.4336,0.1918,0.0495,1.3043,0.0064,2.588810294,Intervention,LPG
3M52987,0.0526,0.1854,0.2781,0.195,0.9137,0.1823,0.0206,0.0133,0.2431,0.0119,13.87978791,Control,Biomass
3M52989,0.3046,0.6233,1.4194,0.1963,1.3708,1.4132,0.0645,0.1072,0.5501,0.0046,8.80450741,Control,Biomass
3M52991,0.0546,0.3243,1.1009,0.2097,0.2456,0.3132,0.0575,0.0108,0.4807,0.0155,2.900384239,Intervention,LPG
3M52992,0.0128,0.4719,1.2053,0.097,0.2555,0.24,0.0484,0.0161,0.6323,0.0031,2.871425229,Intervention,LPG
3M52994,0.0276,0.0172,0.3028,0.24,0.2926,0.088,0.0254,0.008,0.2093,0.0046,2.588810294,Intervention,LPG
3M52996,0.1952,1.2786,1.5116,0.0942,0.1538,0.2993,0.0736,0.0254,0.5811,0.0082,2.628233801,Intervention,LPG
3M53000,0.1881,0.7983,0.9473,0.2464,1.9844,0.4891,0.023,0.0294,0.2949,0.0031,19.63028397,Control,Biomass
3M53001,0.0973,0.433,0.3506,0.1748,1.0857,0.122,0.0111,0.0093,0.1156,0.0031,10.29022818,Control,Biomass
3M53013,0.1227,0.5411,0.6695,0.2268,0.3947,0.1229,0.0206,0.0201,0.261,0.0064,5.459739631,Intervention,LPG
3M53019,0.0825,0.1938,0.4096,0.4427,2.0027,0.2794,0.0276,0.0201,0.2082,0.0031,12.96524138,Control,Biomass
3M53022,0.2531,1.9136,3.6929,0.3954,0.5871,0.5612,0.179,0.0562,1.5454,0.0031,5.193982331,Intervention,LPG
3M53029,0.0309,0.0077,0.3861,0.1269,0.1424,0.2329,0.0111,0.0038,0.1545,0.0031,1.681106647,Intervention,LPG
3M53033,0.0787,0.1512,0.4235,0.2789,0.3853,0.0984,0.023,0.0133,0.2171,0.0046,2.668876592,Intervention,LPG
3M53040,0.2118,0.7543,1.9653,0.2805,0.465,0.2736,0.0575,0.0133,0.5775,0.0031,6.327244503,Control,Biomass
3M53049,0.2044,0.8534,1.4238,0.4851,1.8949,0.7818,0.0944,0.0161,0.5099,0.0031,11.40455079,Control,Biomass
3M53050,0.206,0.8773,1.3949,0.362,1.3483,0.4867,0.0276,0.0173,0.5811,0.0031,20.82294872,Control,Biomass
3M53058,0.2078,0.8742,1.6363,0.194,0.3236,0.2675,0.0714,0.0038,0.5683,0.0031,2.268194414,Intervention,LPG
3M53068,0.2915,1.1084,1.8274,0.4049,2.2639,0.7044,0.0621,0.0201,0.4789,0.0031,17.48101443,Control,Biomass
3M53070,0.3386,1.125,1.8551,0.3119,1.0454,0.4171,0.0575,0.0402,0.6615,0.0194,8.416340329,Control,Biomass
3M53071,0.2758,1.2773,2.0489,0.2833,0.757,0.5702,0.0438,0.0173,0.6633,0.0031,10.55631908,Control,Biomass
3M53075,0.2573,0.7164,2.4512,0.4642,1.0894,0.6224,0.0645,0.0148,0.4825,0.0031,10.0707012,Intervention,LPG
3M53076,0.3886,1.1086,2.3862,0.4226,1.9844,0.686,0.076,0.0402,0.7309,0.0031,15.10131335,Control,Biomass
3M53079,0.4803,1.1641,2.41,0.4142,1.4639,2.9498,0.0668,0.0334,0.7583,0.0064,13.81797631,Control,Biomass
3M53105,0.1214,0.2464,0.4741,0.345,0.5945,0.3594,0.0254,0.0374,0.276,0.0031,11.4700933,Control,Biomass
3M53107,0.2082,0.8005,1.712,0.3961,2.0831,0.3138,0.053,0.0038,0.5154,0.0064,18.40324617,Control,Biomass
3M53111,0.3145,1.0729,2.1028,0.5451,2.1232,0.5545,0.0736,0.0294,0.7802,0.0031,18.41388743,Control,Biomass
3M53113,0.2568,1.6491,2.8169,0.3101,0.7502,0.528,0.1151,0.0349,0.8496,0.0137,18.38759788,Control,Biomass
3M53118,0.2392,1.1632,2.1554,0.3415,0.3037,0.309,0.0736,0.0241,0.656,0.0031,1.596680527,Intervention,LPG
3M53119,0.4577,2.6041,4.405,0.532,2.7862,1.2042,0.2849,0.071,2.0476,0.0031,18.99960236,Control,Biomass
3M53122,0.5304,1.6216,4.4284,0.4343,0.7367,1.524,0.1359,0.055,1.0925,0.0632,4.595467606,Control,Biomass
3M53129,0.2997,1.2178,2.7427,0.5919,2.5506,0.6198,0.0875,0.0309,0.8112,0.0285,15.13213172,Control,Biomass
3M53137,0.3669,1.4683,3.5788,0.4896,1.5133,0.481,0.099,0.0214,1.0085,0.0155,11.3776171,Control,Biomass
3M53144,0.3837,1.7273,3.7722,0.391,0.5331,0.5579,0.1359,0.0535,1.2349,0.0082,5.363838611,Intervention,LPG
3M53145,0.4124,1.3571,3.5879,0.4169,1.2061,0.6494,0.092,0.0362,0.8277,0.01,14.47939256,Intervention,Biomass
3M53146,0.1191,0.625,1.2152,0.5033,1.8785,0.5225,0.0345,0.0188,0.3802,0.01,15.39263795,Control,Biomass
3M53155,0.0718,0.4865,0.7099,0.2602,0.2308,0.1342,0.053,0.0173,0.276,0.0046,3.887778562,Control,Biomass
3M53156,0.1174,0.1751,0.1417,0.3417,0.8169,0.2579,0.0323,0.0374,0.3417,0.023,8.347494542,Control,Biomass
3M53159,0.1039,0.2635,0.5291,0.3063,0.9895,0.2378,0.03,0.0148,0.271,0.0046,11.67454515,Control,Biomass
3M53173,0.2442,1.2156,2.7873,0.5397,3.0546,1.4504,0.1083,0.1474,1.1053,0.023,17.40303396,Intervention,Biomass
3M53177,0.0351,0.1346,0.4434,0.1611,0.1214,0.1677,0.0276,0.0228,0.2013,0.0031,3.682373309,Intervention,LPG
3M53178,0.0404,0.0562,0.2208,0.1834,0.3664,0.1803,0.0111,0.0121,0.1854,0.0031,2.614959893,Intervention,Biomass
3M53179,0.2102,0.656,2.2078,0.3709,2.0374,0.6639,0.0805,0.0228,0.5318,0.0155,20.9052151,Control,Biomass
3M53187,0.0499,0.7501,1.482,0.1554,0.2106,0.0955,0.0415,0.0068,0.4423,0.0031,2.00199456,Intervention,LPG
3M53189,0.0886,0.6038,1.5976,0.2862,0.3138,0.183,0.0484,0.008,0.3748,0.0064,2.557331195,Intervention,LPG
3M53190,0.1598,0.8074,1.1599,0.2767,0.4741,0.2829,0.0254,0.0201,0.3117,0.0046,2.682704968,Control,Biomass
3M53194,0.1134,0.5966,0.7911,0.2562,1.2331,0.2075,0.0276,0.0108,0.2111,0.0031,13.39747784,Control,Biomass
3M53196,0.0787,0.8153,1.1219,0.2743,0.4043,0.3886,0.0391,0.0173,0.3674,0.0267,2.293588753,Intervention,LPG
3M53199,0.1404,1.0392,2.4669,0.2708,0.2884,0.3987,0.1335,0.0804,0.8423,0.01,3.682373309,Intervention,LPG
3M53203,0.1048,0.6478,1.3295,0.3107,0.379,0.4102,0.0415,0.0161,0.3169,0.0119,6.12517992,Intervention,LPG
3M53208,0.1978,0.6743,1.8119,0.3919,1.6977,0.5789,0.069,0.0281,0.4953,0.0031,13.59372155,Control,Biomass
3M53209,0.0825,0.3043,1.2724,0.2239,0.2862,0.5382,0.0621,0.0763,0.561,0.0413,2.632688434,Control,Biomass
3M53210,0.1081,0.1925,0.6467,0.3055,0.5119,0.1731,0.0415,0.0038,0.2531,0.0175,5.266034481,Intervention,LPG
3M53213,0.1059,0.4348,0.9382,0.2155,0.3821,0.3002,0.0506,0.0241,0.3711,0.0031,2.575930641,Intervention,LPG
3M53217,0.1379,0.5844,0.5382,0.3598,1.1016,0.2104,0.03,0.008,0.2959,0.0031,18.05722525,Control,Biomass
3M53224,0.3159,1.2035,2.9252,0.3096,1.2305,0.7563,0.0714,0.0374,0.5245,0.0031,9.239886255,Control,Biomass
3M53226,0.1187,0.4675,0.1686,0.2453,0.2082,0.122,0.0206,0.0038,0.1096,0.0031,5.948405638,Control,Biomass
3M53231,0.0889,0.4513,0.2608,0.2411,0.3961,0.134,0.0161,0.0038,0.1892,0.0155,6.395070677,Intervention,LPG
3M53234,0.0846,0.9961,0.8036,0.2745,0.6664,0.0951,0.053,0.0133,0.4241,0.0031,4.272256986,Intervention,LPG
3M53237,0.1227,0.7709,0.5196,0.2714,1.0021,0.1642,0.023,0.0201,0.2093,0.0031,11.99074699,Intervention,LPG
3M53247,0.149,0.9301,1.0702,0.2654,0.3304,0.1803,0.0599,0.0254,0.3748,0.0064,3.558997325,Intervention,LPG
3M53250,0.1114,0.6536,0.5232,0.2964,0.5046,0.4063,0.0438,0.0093,0.1912,0.0119,12.79854199,Intervention,Biomass
3M53252,0.1032,1.1816,1.2769,0.3191,1.32,0.2394,0.0603,0.008,0.4515,0.0429,15.20696851,Control,Biomass
3M53253,0.0599,0.4478,0.0088,0.385,0.6109,0.1704,0.0111,0.0068,0.1017,0.0082,9.991338964,Control,Biomass
3M53256,0.1388,0.8627,0.9371,0.3072,0.2597,0.297,0.0575,0.0201,0.3163,0.0031,2.646143401,Intervention,LPG
3M53261,0.0997,0.5009,0.2608,0.5203,4.8973,0.2564,0.0161,0.0389,0.1156,0.0031,6.086405097,Control,Biomass
3M53270,0.219,0.8494,0.7796,0.4381,2.9505,0.3004,0.0457,0.0294,0.3163,0.0119,14.25604532,Control,Biomass
3M53276,0.1781,0.8574,0.9427,0.2073,0.1529,0.1635,0.0391,0.0173,0.2601,0.0031,2.536553319,Intervention,LPG
3M53277,0.1023,0.6423,0.4073,0.2475,0.8434,0.1488,0.0111,0.0038,0.1782,0.0082,5.778472921,Intervention,LPG
3M53278,0.1401,1.1493,0.9203,0.2051,0.4796,0.3799,0.076,0.0038,0.4387,0.0301,6.223138709,Control,Biomass
3M53279,0.1121,0.7858,0.6881,0.5055,1.842,0.248,0.0668,0.0362,0.3236,0.0265,12.95521573,Control,Biomass
3M53281,0.1673,1.0313,1.0034,0.2971,0.4564,0.1684,0.0584,0.0241,0.3583,0.0137,3.842016719,Intervention,LPG
3M53289,0.2593,1.0256,1.1785,0.4557,2.704,0.4275,0.0621,0.0214,0.4752,0.0265,14.03580758,Control,Biomass
3M53290,0.099,0.4476,1.2143,0.2584,0.2849,0.3191,0.0506,0.0309,0.4533,0.0031,2.646143401,Intervention,LPG
3M53292,0.1974,1.0459,1.3538,0.6058,3.3267,0.3554,0.0345,0.0535,0.5391,0.0031,12.24162767,Control,Biomass
3M53293,0.215,1.1255,1.6035,0.6768,3.9806,0.5031,0.0714,0.0603,0.6633,0.0031,12.24162767,Control,Biomass
3M53294,0.1645,1.0919,1.0483,0.2906,0.2462,0.1872,0.0369,0.0188,0.4204,0.0321,2.685701457,Intervention,LPG
3M53300,0.1202,0.7046,0.5901,0.3956,1.999,0.179,0.0206,0.0161,0.3401,0.0575,14.103186000000001,Control,Biomass
3M53302,0.0637,0.488,0.0506,0.1426,0.2385,0.0836,0.0438,0.0038,0.0559,0.063,2.619369606,Intervention,LPG
3M53312,0.1737,0.8147,0.8804,0.265,0.5331,0.3291,0.0575,0.0228,0.4149,0.0031,7.366462647,Control,Biomass
3M53316,0.0873,0.5669,0.6374,0.4126,0.8962,0.3284,0.046,0.0268,0.3138,0.0155,4.346811879,Control,Biomass
3M53317,0.0763,0.4761,0.1342,0.1202,0.5983,0.1163,0.03,0.008,0.1355,0.0119,9.229028268,Control,Biomass
3M53320,0.1998,0.8216,1.3149,0.391,1.5242,0.6688,0.0506,0.0321,0.2652,0.0031,11.59708586,Control,Biomass
3M53321,0.1006,0.4849,0.1717,0.3043,3.3523,0.1611,0.0111,0.0173,0.1326,0.0031,14.35413217,Control,Biomass
3M53322,0.0873,0.8428,0.6553,0.1498,0.7305,0.1996,0.0345,0.0038,0.2381,0.0119,8.604697128,Intervention,LPG
3M53325,0.1045,0.7778,0.6385,0.223,1.0357,0.2465,0.0276,0.008,0.2469,0.0173,12.57563053,Control,Biomass
3M53333,0.1496,0.8622,1.3178,0.2644,1.3286,0.3114,0.0548,0.0068,0.2579,0.0031,11.49195838,Control,Biomass
3M53338,0.1656,1.2797,1.7043,0.7064,4.3184,0.5932,0.0968,0.0495,0.7455,0.0031,16.15176037,Intervention,Biomass
