filter_id,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,BC,arm,fueltype
3M50924,0.048,0.0077,0.0088,0.1943,0.5083,0.1702,0.0111,0.0038,0.0946,0.0031,7.609532835,Control,Biomass
3M50927,0.0762,0.4589,1.196,0.2383,0.3569,0.3828,0.0438,0.0161,0.4168,0.0031,5.828880525,Intervention,LPG
3M50986,0.0457,0.1304,0.7161,0.2816,1.1341,0.3041,0.0206,0.0309,0.1704,0.0031,12.70248836,Control,Biomass
3M50987,0.0157,0.2221,0.3264,0.1969,0.3068,0.1432,0.0111,0.0294,0.275,0.0137,4.639786074,Intervention,LPG
3M50995,0.0321,0.326,0.5431,0.5304,0.2825,0.0309,0.0111,0.0108,0.015,0.0212,22.97534826,Control,Biomass
3M50998,0.0924,0.5482,0.7029,0.6341,1.7561,0.2495,0.0276,0.0201,0.2151,0.0031,11.34860935,Control,Biomass
3M51000,0.1087,0.6929,0.3967,0.2076,0.3349,0.1938,0.0323,0.0228,0.3149,0.0031,2.584502789,Intervention,LPG
3M51014,0.1342,0.5188,0.7902,0.3393,1.1012,0.4737,0.0161,0.0038,0.1505,0.0064,15.36308495,Intervention,LPG
3M51018,0.088,0.4315,0.277,0.8947,2.1853,0.3439,0.0111,0.0038,0.1545,0.0031,16.17437642,Intervention,Biomass
3M51026,0.1821,0.6334,0.4851,0.2212,0.6312,0.4796,0.03,0.0495,0.3048,0.0064,11.77192864,Control,Biomass
3M51036,0.065,0.8037,1.2168,0.4321,0.5066,0.2246,0.0599,0.0201,0.5081,0.0285,7.191615967,Intervention,LPG
3M51073,0.0729,0.0632,0.3483,0.1209,0.2745,0.4358,0.0111,0.0161,0.1384,0.0082,2.601819391,Intervention,LPG
3M51077,0.1456,0.3337,0.7331,0.1877,1.9351,0.6597,0.023,0.0374,0.2641,0.0031,9.816311329,Intervention,Biomass
3M51083,0.1739,0.7155,2.4463,0.1753,0.9389,0.8742,0.0829,0.0201,0.3967,0.0031,10.14596113,Intervention,Biomass
3M51092,0.0393,0.2648,0.6869,0.4354,0.5159,0.1861,0.0369,0.0201,0.2531,0.0155,8.164597503,Intervention,LPG
3M51094,0.0966,0.6419,1.3885,0.3574,0.9429,0.6481,0.0621,0.063,0.4405,0.0303,13.86799901,Control,Biomass
3M51102,0.2491,0.2668,0.3786,0.3344,0.7754,0.2153,0.023,0.0201,0.248,0.0046,8.139135941,Control,Biomass
3M51112,0.1214,1.352,2.0476,0.2349,0.467,0.3138,0.0829,0.0334,0.5556,0.0064,2.610565002,Intervention,LPG
3M51114,0.2615,1.0024,0.9181,0.4031,1.789,1.3304,0.0345,0.0173,0.7455,0.0031,14.7115211,Control,Biomass
3M51125,0.1211,0.4721,0.1813,0.1841,0.3399,0.3508,0.0369,0.0281,0.1655,0.0082,4.50918432,Control,Biomass
3M51129,0.0953,1.0938,1.7344,0.5861,3.7157,0.4989,0.0645,0.0469,0.7181,0.023,19.41406262,Control,Biomass
3M51130,0.084,0.2226,0.3293,0.4284,0.5877,0.1532,0.023,0.0173,0.276,0.0031,8.14873529,Intervention,LPG
3M51139,0.0477,0.5035,0.8695,0.5176,2.7588,0.3832,0.0369,0.0389,0.4789,0.0031,14.44850614,Control,Biomass
3M51144,0.1532,0.5327,1.7196,0.4568,0.6978,0.4206,0.0899,0.0562,0.4149,0.0031,7.92275529,Control,Biomass
3M51146,0.1169,0.0506,0.177,0.5276,1.1535,0.3401,0.023,0.0148,0.1067,0.0175,9.860806345,Control,Biomass
3M51164,0.0895,0.6078,0.8967,0.3709,1.705,0.4752,0.0506,0.0148,0.4241,0.0031,15.59808752,Control,Biomass
3M51187,0.0977,0.5114,0.3503,0.2535,0.9705,0.3099,0.023,0.0068,0.1565,0.0031,14.72401052,Intervention,Biomass
3M51188,0.0873,0.5579,0.4084,0.16,0.3019,0.166,0.0111,0.0068,0.1644,0.0137,2.554747001,Intervention,LPG
3M51198,0.1008,0.5932,0.4834,0.1985,0.9002,0.2907,0.023,0.0615,0.2142,0.0031,9.426280076,Control,Biomass
3M51199,0.132,0.3105,0.1991,0.2845,0.3433,0.1127,0.0161,0.0038,0.0548,0.0119,2.635469353,Intervention,LPG
3M51202,0.145,0.8266,1.377,0.2812,0.3667,0.2469,0.0575,0.0455,0.5939,0.0031,2.601819391,Intervention,LPG
3M51253,0.0153,0.0729,0.0258,0.25,2.7953,0.0679,0.0184,0.0121,0.0946,0.0082,12.80223352,Control,Biomass
3M51270,0.013,0.0077,0.0561,0.8384,4.7074,0.397,0.0111,0.0108,0.0637,0.0303,10.46457803,Intervention,Biomass
3M51273,0.2579,1.3334,2.2193,0.9131,5.4525,1.1874,0.1105,0.0615,0.7784,0.0031,10.71946536,Control,Biomass
3M51278,0.0816,0.1653,0.4484,0.7511,7.0396,0.4135,0.0438,0.0402,0.1892,0.0064,20.6994654,Control,Biomass
3M51280,0.0188,0.0077,0.0847,0.1382,0.2769,0.0835,0.0111,0.0038,0.0398,0.0031,2.661669898,Intervention,LPG
3M51284,0.0871,0.0961,0.1171,0.1974,1.0994,0.2078,0.0111,0.0093,0.1107,0.0031,15.56702944,Control,Biomass
3M51291,0.1505,1.3763,1.7437,0.2814,1.7635,1.1467,0.0714,0.0696,0.86240000000000006,0.0285,8.972224132,Control,Biomass
3M51307,0.0928,0.3541,0.1293,0.3006,0.9749,0.2517,0.0111,0.0038,0.0738,0.0031,15.05598302,Control,Biomass
3M51310,0.1662,0.9239,0.8509,0.3735,0.9007,0.8207,0.076,0.0133,0.6286,0.0046,10.3750303,Intervention,LPG
3M51312,0.0294,0.0933,0.3779,0.2168,0.221,0.1868,0.023,0.0093,0.2221,0.0031,2.632688434,Intervention,LPG
3M51314,0.1081,0.0458,0.1408,0.2281,0.2506,0.6447,0.0111,0.0038,0.0568,0.0031,2.60618486,Intervention,LPG
3M51322,0.168,1.9021,3.0062,0.5031,3.5952,0.727,0.1129,0.0402,0.9555,0.0321,20.59541886,Control,Biomass
3M51328,0.0212,0.0469,0.1311,0.2623,0.7373,0.0928,0.0206,0.0093,0.1225,0.0031,10.97277652,Control,Biomass
3M51332,0.2679,2.1399,3.7031,0.5977,1.9497,0.782,0.076,0.0148,0.8879,0.0394,11.75151683,Intervention,Biomass
3M51338,0.0617,0.5121,1.0656,0.3583,0.6224,0.1788,0.0254,0.0133,0.2301,0.0082,6.457291309,Intervention,LPG
3M51353,0.0641,0.4814,0.2531,0.4127,0.2767,0.0838,0.0111,0.0038,0.1196,0.0031,2.567415168,Intervention,LPG
3M51356,0.0798,0.7681,1.0032,0.6102,4.607,0.2456,0.0645,0.0188,0.4515,0.01,16.29961789,Control,Biomass
3M51359,0.1408,0.5152,0.5937,0.6074,0.2056,0.3934,0.0111,0.0038,0.0787,0.0031,5.74970367,Intervention,LPG
3M51366,0.0756,0.5227,0.7278,0.646,0.3448,0.2436,0.0323,0.0093,0.248,0.01,4.166217287,Intervention,LPG
3M51377,0.0546,0.1848,0.2162,0.4418,0.2898,0.0614,0.0254,0.0068,0.1963,0.0031,2.623794217,Control,Biomass
3M51385,0.0902,1.2375,1.4702,0.5738,0.6169,0.2851,0.0575,0.0241,0.6067,0.0194,9.810163515,Intervention,LPG
3M51400,0.0398,0.2798,0.5935,0.5104,0.4038,0.2182,0.0161,0.0133,0.2142,0.0082,4.978666427,Intervention,LPG
3M51406,0.0647,0.4091,1.0967,0.589,0.4852,0.263,0.0415,0.0121,0.2769,0.0064,2.569582702,Intervention,LPG
3M51408,0.1972,0.9053,1.7695,0.7426,1.2749,0.7557,0.0668,0.0389,0.6304,0.0137,16.39451432,Control,Biomass
3M51418,0.1565,0.2831,0.6649,0.4672,1.4311,0.5627,0.0369,0.0188,0.2162,0.0082,15.28507606,Intervention,LPG
3M51456,0.1505,0.7291,1.0855,0.4071,0.2623,0.713,0.0621,0.0038,0.2938,0.0031,2.687346326,Control,Biomass
3M51466,0.1176,0.6187,0.7446,0.4555,0.9367,0.2749,0.0184,0.008,0.1574,0.0064,13.61181349,Control,Biomass
3M51467,0.0066,0.0077,0.0088,0.0033,0.002,0.0051,0.0111,0.0038,0.0055,0.01,2.619369606,Intervention,LPG
3M51469,0.1395,0.6109,0.892,0.3859,0.3043,0.164,0.0161,0.0038,0.1145,0.0031,2.533908934,Intervention,LPG
3M51478,0.1326,0.6845,0.8874,0.5132,1.0132,0.2378,0.0369,0.0093,0.1724,0.0119,13.61181349,Control,Biomass
3M51486,0.0656,0.7018,0.4242,0.1883,0.4056,0.0615,0.0161,0.008,0.2272,0.0031,3.746624047,Intervention,LPG
3M51500,0.0121,0.0077,0.1709,0.1846,0.3651,0.2321,0.0111,0.0121,0.278,0.0031,2.567415168,Control,Biomass
3M51510,0.0603,0.9104,1.2421,1.0167,0.61240000000000006,0.1333,0.0805,0.0108,0.5994,0.0031,2.584502789,Intervention,LPG
3M51532,0.1569,0.6684,2.1367,1.1137,0.9119,1.1968,0.0968,0.0093,0.4862,0.034,2.623794217,Intervention,LPG
3M51551,0.1399,1.0916,2.0316,0.6514,0.5461,0.3227,0.0853,0.0615,0.866,0.0155,4.762974459,Intervention,LPG
3M51600,0.1898,1.0289,2.6899,0.4734,1.2656,0.6149,0.0829,0.0362,0.4898,0.0031,11.28260507,Control,Biomass
3M51612,0.3888,0.4957,0.3085,0.3052,0.9729,0.4505,0.0111,0.008,0.248,0.0031,7.104850409,Control,Biomass
3M51617,0.1308,1.0881,1.3547,0.3853,1.1332,0.2928,0.0645,0.0522,0.5263,0.0031,13.15510179,Control,Biomass
3M51618,0.2126,0.5364,0.427,0.4812,2.0264,0.4703,0.0206,0.0241,0.2212,0.0137,16.93868444,Control,Biomass
3M51632,0.1671,0.6942,1.537,0.4558,0.7102,0.2509,0.0111,0.0241,0.1863,0.0064,5.674606813,Intervention,LPG
3M51658,0.149,0.6947,0.585,0.2553,0.4805,0.4179,0.0323,0.0133,0.3258,0.0031,8.104304534,Intervention,Biomass
3M51661,0.0944,0.585,1.0625,0.2363,0.5577,0.2151,0.0111,0.0148,0.3576,0.0031,8.426378219,Control,Biomass
3M51662,0.1114,0.2237,0.6003,0.7234,1.8694,0.2906,0.0111,0.008,0.1874,0.01,12.68458421,Intervention,LPG
3M51665,0.0857,0.5276,1.0097,0.9882,4.9887,0.4171,0.0391,0.0349,0.254,0.0321,32.46684099,Intervention,Biomass
3M51672,0.0882,0.0559,0.1242,0.5075,0.9462,0.2641,0.0206,0.0108,0.1456,0.0064,11.85444265,Control,Biomass
3M51678,0.032,0.223,0.3317,0.6469,5.8397,0.1518,0.0276,0.0093,0.2122,0.0285,7.723581149,Intervention,Biomass
3M51684,0.2082,1.5531,2.8463,0.5908,4.8407,0.9276,0.1059,0.0442,0.6797,0.0031,16.90301827,Control,Biomass
3M51685,0.151,0.6414,0.9928,0.3894,0.6584,0.4869,0.076,0.0309,0.3298,0.1835,10.14141426,Control,Biomass
3M51688,0.1598,0.8452,0.7926,0.3543,0.2772,0.3567,0.0323,0.0228,0.3346,0.0031,2.588810294,Intervention,LPG
3M51689,0.2655,2.0184,2.8243,0.4427,1.4804,0.8949,0.1516,0.0334,1.2678,0.0031,12.56592971,Intervention,LPG
3M51690,0.0663,0.4653,0.1487,0.2425,0.2029,0.0657,0.0111,0.0121,0.1196,0.0031,2.030966173,Intervention,LPG
3M51691,0.0948,0.6682,1.2698,0.4593,0.6092,0.3958,0.046,0.0294,0.5556,0.0082,4.382529245,Intervention,LPG
3M51694,0.0345,0.0968,0.2557,0.2612,0.2542,0.0743,0.0111,0.0038,0.1644,0.0031,2.655190045,Intervention,LPG
3M51695,0.0553,0.3379,0.4297,0.2677,0.1784,0.0857,0.0323,0.0228,0.284,0.0175,2.575930641,Intervention,LPG
3M51698,0.1364,0.561,1.602,0.5731,1.4913,0.4149,0.0668,0.0133,0.4825,0.0175,16.50434893,Control,Biomass
3M51705,0.1134,1.6725,2.7487,0.4418,2.2474,0.3527,0.0944,0.0751,1.003,0.0248,18.46851838,Control,Biomass
3M51711,0.0774,0.2869,0.3969,0.3985,0.4336,0.1109,0.0323,0.0228,0.2292,0.0031,5.862994115,Intervention,Biomass
3M51728,0.1167,0.6573,1.4106,0.6748,2.6182,0.3338,0.0621,0.0038,0.3547,0.0046,20.26005448,Control,Biomass
3M51743,0.0816,0.7276,0.6724,0.4239,1.0218,0.1328,0.023,0.0038,0.271,0.0155,6.610977784,Control,Biomass
3M51747,0.1359,0.4873,0.9131,0.4135,0.7555,0.3959,0.0206,0.0093,0.1185,0.0031,12.36331222,Control,Biomass
3M51751,0.1777,0.7813,2.2916,1.053,1.053,1.104,0.03,0.0173,0.3287,0.0031,14.92957922,Intervention,Biomass
3M51757,0.1136,1.4479,2.2058,0.4056,0.6096,0.2385,0.0805,0.055,0.74,0.0031,5.979695686,Intervention,LPG
3M51767,0.0727,0.4277,0.601,0.3989,1.3657,0.1567,0.023,0.0214,0.2111,0.0194,9.839510642,Intervention,LPG
3M51769,0.038,0.1401,0.2935,0.9924,1.2576,0.1739,0.023,0.0038,0.2002,0.0031,8.959960334,Intervention,Biomass
3M51775,0.1372,0.3532,1.2256,2.0129,9.7151,0.5833,0.03,0.008,0.2053,0.0031,18.80120964,Intervention,Biomass
3M51778,0.0307,0.0858,0.0953,0.9148,0.6956,0.1256,0.0111,0.0121,0.1275,0.0031,8.876264096,Control,Biomass
3M51780,0.2935,2.6322,4.0872,1.1076,1.1051,0.9703,0.145,0.0402,1.3372,0.0082,7.404802993,Control,Biomass
3M51781,0.1589,0.7844,1.1646,1.0492,0.4526,0.6721,0.046,0.0201,0.5209,0.0155,4.511644721,Intervention,LPG
3M51782,0.103,0.8271,1.1769,0.2999,0.3519,0.1434,0.0484,0.0294,0.3377,0.0031,2.597468522,Intervention,LPG
3M51789,0.0864,0.7075,0.77,0.3278,0.3335,0.0915,0.0111,0.0133,0.275,0.0031,9.57790822,Control,Biomass
3M51790,0.0937,0.6721,0.4686,0.3883,1.0611,0.1426,0.0111,0.008,0.1952,0.0064,11.3193336,Control,Biomass
3M51796,0.1214,1.327,2.3798,0.3178,0.4456,0.3369,0.0875,0.0241,0.7455,0.0031,3.779567861,Intervention,Biomass
3M51811,0.3936,2.0491,3.7897,0.6065,3.0985,1.476,0.145,0.0871,1.4797,0.0212,13.5173525,Intervention,Biomass
3M51813,0.0864,0.6218,1.3907,0.6237,4.4079,0.1775,0.0369,0.0268,0.2898,0.0321,15.03044551,Control,Biomass
3M51814,0.2416,1.2342,1.9987,0.4173,0.6679,0.8386,0.1174,0.0522,0.9099,0.0031,6.782367542,Control,Biomass
3M51816,0.1523,1.7757,2.7842,0.439,1.1354,0.6125,0.122,0.0161,0.8058,0.0082,9.1041479,Control,Biomass
3M51837,0.0502,0.2387,0.4383,0.4067,0.7992,0.1151,0.0111,0.0038,0.1026,0.0031,11.31064251,Control,Biomass
3M51839,0.3174,0.9252,1.9121,0.3561,0.5619,0.6931,0.0506,0.0241,0.2699,0.0137,6.921281493,Control,Biomass
3M51851,0.0961,0.5355,0.2951,0.3541,0.3083,0.1485,0.0111,0.0038,0.1087,0.0119,11.17287164,Control,Biomass
3M51855,0.1262,0.6912,0.9919,0.4096,0.608,0.328,0.0415,0.0173,0.2002,0.0031,8.202754442,Control,Biomass
3M51859,0.0566,0.2661,0.282,0.4341,2.2785,0.2142,0.0111,0.0068,0.1107,0.0119,18.05138991,Control,Biomass
3M51861,0.0951,1.1306,1.7366,0.3693,0.5709,0.2413,0.053,0.0214,0.5446,0.0137,4.879401366,Intervention,LPG
3M51873,0.1421,0.631,0.9073,0.9022,1.3493,0.5462,0.053,0.0201,0.4935,0.01,10.12786575,Control,Biomass
3M51874,0.1481,1.5984,2.4766,0.7212,0.7438,1.0844,0.1335,0.0429,1.2678,0.0031,4.170721276,Intervention,LPG
3M51881,0.5289,0.4562,1.2753,0.8269,1.3818,1.1159,0.0506,0.0482,0.3729,0.0031,8.629993864,Control,Biomass
3M51895,0.05,0.0077,0.0464,0.9891,1.3359,0.1492,0.0111,0.0068,0.0888,0.0031,13.77476477,Intervention,Biomass
3M51909,0.0984,0.6007,1.5133,0.9814,1.9936,0.4191,0.0276,0.0334,0.2959,0.0031,12.32603485,Control,Biomass
3M51914,0.0511,0.3908,0.5431,0.8406,0.5002,0.233,0.023,0.0133,0.2232,0.0031,4.410234794,Intervention,LPG
3M51915,0.0665,0.7501,0.5623,0.9318,0.8258,0.1684,0.0276,0.0038,0.2659,0.0064,8.085116058,Control,Biomass
3M51916,0.0747,0.404,0.2303,1.1913,0.9062,0.0972,0.0111,0.0038,0.1813,0.01,7.699414136,Control,Biomass
3M51924,0.1452,0.8249,1.2296,1.1219,2.0904,0.3901,0.0276,0.0161,0.2641,0.0046,18.03860936,Control,Biomass
3M51926,0.0466,0.4325,0.7919,0.9581,0.2595,0.1731,0.03,0.0268,0.3912,0.0082,2.619369606,Intervention,LPG
3M51928,0.1832,0.3634,0.5019,1.2072,2.063,0.2991,0.0276,0.0201,0.267,0.0119,10.44814116,Control,Biomass
3M51929,0.0727,0.4257,0.8852,1.114,1.4055,0.3004,0.053,0.0241,0.3967,0.0212,11.2612405,Intervention,Biomass
3M51931,0.1067,0.421,0.9285,1.1232,0.8317,0.3433,0.0206,0.0161,0.3506,0.0119,11.46881944,Intervention,Biomass
3M51933,0.034,0.1132,0.1317,1.118,0.4264,0.055,0.0111,0.0038,0.1594,0.0046,4.174689874,Intervention,LPG
3M51937,0.1607,0.7502,0.8401,1.2904,0.8593,0.3994,0.0805,0.0214,0.4916,0.0137,9.282383069,Control,Biomass
3M51942,0.0893,0.5358,0.4385,1.1719,1.1938,0.1759,0.0276,0.0254,0.2381,0.0031,24.45136292,Control,Biomass
3M51950,0.145,0.7426,0.9245,1.4521,0.5304,0.1536,0.0111,0.0038,0.2022,0.0031,7.352855703,Control,Biomass
3M51953,0.1271,0.6189,0.4445,1.3956,0.633,0.2009,0.0184,0.0093,0.2949,0.0031,6.797485432,Intervention,LPG
3M51957,0.1512,0.702,0.9743,1.4477,0.5375,0.3667,0.0575,0.0241,0.4095,0.0031,7.178856074,Intervention,LPG
3M51966,0.3479,1.1752,1.581,0.7101,3.5733,0.8512,0.0676,0.0924,0.7236,0.0173,8.744535374,Control,Biomass
3M51967,0.0791,0.4142,0.3689,0.7245,3.524,0.2365,0.0369,0.0201,0.254,0.01,14.66156358,Control,Biomass
3M51976,0.1001,0.9582,0.7557,1.354,0.7133,0.275,0.0785,0.0068,0.6396,0.0393,6.200724125,Intervention,LPG
3M51977,0.1333,0.7312,1.2212,1.4386,1.2682,0.1744,0.0438,0.0038,0.2601,0.0031,11.077726,Control,Biomass
3M51985,0.0515,0.3275,0.1992,1.2673,0.6408,0.0643,0.0111,0.0108,0.0957,0.0031,6.474891945,Intervention,LPG
3M51995,0.0959,0.5724,0.8127,1.4155,2.1305,0.2349,0.0438,0.0362,0.3079,0.0031,19.68387197,Control,Biomass
3M51996,0.4604,1.428,4.0569,1.4484,1.7488,2.3343,0.1059,0.0522,0.7345,0.021,15.18855873,Control,Biomass
3M52002,0.1708,0.9471,1.2258,1.4433,1.3062,0.856,0.0345,0.0173,0.5373,0.0212,13.90622622,Intervention,Biomass
3M52016,0.1708,0.6492,0.8138,1.7841,3.1459,0.5214,0.0714,0.0643,0.3547,0.0192,11.13669692,Control,Biomass
3M52022,0.1653,1.236,1.8719,0.5545,1.8201,0.5587,0.0877,0.0188,0.5702,0.0046,15.36908363,Control,Biomass
3M52023,0.082,0.5282,0.4723,0.4675,0.3309,0.1525,0.03,0.0038,0.1863,0.034,3.246725984,Intervention,LPG
3M52026,0.1163,0.6082,0.6315,0.6306,1.0958,0.8509,0.0254,0.0068,0.2549,0.0155,12.15771295,Control,Biomass
3M52031,0.1229,0.8315,1.2326,0.5311,0.4277,0.2469,0.046,0.0161,0.3857,0.0031,3.246725984,Intervention,LPG
3M52035,0.1412,0.6852,0.9453,0.5488,1.0417,0.383,0.0369,0.0108,0.3401,0.0338,17.10036236,Control,Biomass
3M52045,0.1092,0.791,0.9654,0.526,1.7342,0.2394,0.0323,0.0108,0.3309,0.0303,16.08656671,Intervention,Biomass
3M52049,0.1536,0.8744,1.1542,0.4873,0.4578,0.3629,0.046,0.0281,0.5154,0.0031,3.797653648,Intervention,LPG
3M52050,0.162,0.6993,0.555,0.6465,0.7407,0.4356,0.0345,0.067,0.2869,0.0301,6.722393818,Control,Biomass
3M52051,0.1903,1.0998000000000001,1.2541,0.5106,0.4655,0.1432,0.0645,0.0349,0.5318,0.0155,4.391543848,Intervention,LPG
3M52064,0.1731,1.2791,1.6062,0.8008,0.9444,0.3985,0.0621,0.0214,0.4551,0.0137,10.60673995,Intervention,Biomass
3M52067,0.1003,0.3342,0.3002,0.6299,0.5629,0.1105,0.0111,0.0038,0.1246,0.0031,15.14574626,Control,Biomass
3M52069,0.1339,0.4652,0.7722,0.5263,0.3254,0.6516,0.0484,0.0038,0.1793,0.0431,2.588810294,Intervention,LPG
3M52077,0.1788,0.6761,0.9522,0.7753,1.5297,0.4107,0.0621,0.0228,0.3748,0.0137,8.71755018,Control,Biomass
3M52083,0.0937,0.5121,0.957,0.5926,0.6421,0.1819,0.0111,0.0108,0.1465,0.0082,39.84683964,Intervention,LPG
3M52084,0.0864,0.5156,0.3536,0.7484,1.8475,0.0966,0.0323,0.008,0.1225,0.063,20.44298971,Control,Biomass
3M52086,0.0941,0.3212,0.1165,0.6881,1.0413,0.2458,0.0276,0.0214,0.1205,0.0031,7.853562947,Control,Biomass
3M52091,0.216,1.035,1.1374,0.9462,3.356,1.0355,0.0369,0.0334,0.6962,0.0155,32.16581148,Control,Biomass
3M52115,0.328,2.2514,3.6456,1.2817,2.4246,1.4504,0.1644,0.0281,1.1418,0.0031,20.49244632,Control,Biomass
3M52119,0.1019,0.6306,0.4812,0.8317,0.4597,0.2851,0.0438,0.0522,0.298,0.0031,4.890714535,Intervention,LPG
3M52120,0.0948,0.4053,0.2728,0.9447,1.4603,0.1947,0.0599,0.0148,0.2889,0.0031,9.740517348,Control,Biomass
3M52125,0.2537,0.5464,0.5833,0.9422,2.2766,0.9047,0.0506,0.0309,0.284,0.0031,12.77195802,Control,Biomass
3M52127,0.1127,0.4104,0.3548,0.9047,1.0346,0.1934,0.0676,0.0038,0.1693,0.0031,7.976015016,Control,Biomass
3M52138,0.0665,0.3952,0.0426,0.8744,1.2494,0.0891,0.0111,0.0068,0.0458,0.032,9.848306373,Control,Biomass
3M52143,0.1932,0.8255,1.4292,1.3768,0.8003,0.4073,0.0111,0.0038,0.2581,0.0447,7.943608184,Intervention,LPG
3M52146,0.1112,0.9772,0.9844,0.8089,0.4188,0.2277,0.0329,0.0281,0.435,0.0137,5.823548086,Control,Biomass
3M52166,0.0493,0.187,0.0088,0.5966,0.8098,0.063,0.0111,0.0188,0.0698,0.0031,9.789824249,Control,Biomass
3M52171,0.1114,0.7179,0.8264,0.8916,0.5751,0.2807,0.0111,0.008,0.3309,0.021,5.317487124,Intervention,LPG
3M52173,0.1355,0.4197,0.4821,1.0244,1.039,0.257,0.0415,0.0148,0.1554,0.0064,8.650642283,Intervention,Biomass
3M52184,0.0488,0.4231,0.3439,0.2957,0.1888,0.1037,0.0111,0.0188,0.1834,0.0031,22.48221667,Control,Biomass
3M52185,0.0831,0.4644,0.4533,0.5451,0.629,0.1782,0.0415,0.0173,0.2341,0.0031,10.34327529,Intervention,Biomass
3M52189,0.0754,0.7773,0.6969,0.9917,0.4168,0.0908,0.0506,0.0214,0.2949,0.0265,3.124441894,Intervention,LPG
3M52193,0.0572,0.3528,0.1152,0.3207,0.2102,0.082,0.023,0.0121,0.1635,0.0031,2.588810294,Intervention,LPG
3M52204,0.061,0.3855,0.2584,0.5831,0.4852,0.1328,0.0111,0.0161,0.1655,0.0031,6.905332474,Intervention,LPG
3M52209,0.1242,1.6391,2.6119,0.9398,2.7423,0.2893,0.0804,0.0349,0.7637,0.0247,17.33768644,Control,Biomass
3M52210,0.0562,0.2604,0.0088,1.0163,0.2876,0.0446,0.0111,0.0133,0.0917,0.0031,2.692901723,Intervention,Biomass
3M52212,0.101,0.4642,0.8123,1.0048,0.5745,0.1697,0.0111,0.0068,0.1456,0.021,2.554747001,Intervention,LPG
3M52216,0.0937,0.9051,1.4426,0.8419,0.3331,0.1965,0.0553,0.0402,0.5282,0.0031,4.096974058,Intervention,LPG
3M52224,0.097,0.4792,0.6867,0.9867,1.5315,0.2055,0.0668,0.0161,0.235,0.0082,9.377577617,Control,Biomass
3M52229,0.1351,0.4179,0.3979,0.8246,0.9535,0.242,0.0184,0.0108,0.1554,0.0155,10.31079276,Control,Biomass
3M52236,0.2067,1.3644,1.8453,0.7869,0.6335,0.5112,0.0676,0.0482,0.8934,0.0031,4.630454601,Intervention,LPG
3M52242,0.0736,0.198,0.0555,0.3536,0.7097,0.0771,0.0111,0.0038,0.0738,0.0031,6.417254572,Intervention,LPG
3M52264,0.0889,0.6397,0.6268,0.2646,0.2637,0.2701,0.03,0.0038,0.3181,0.0031,2.546370781,Intervention,LPG
3M52265,0.1282,0.5934,0.98,0.4358,0.6138,0.2299,0.0161,0.0093,0.2111,0.0031,28.3633403,Intervention,LPG
3M52272,0.0886,0.3768,0.3024,0.4071,1.2642,0.1141,0.03,0.0188,0.1205,0.01,9.15008086,Intervention,LPG
3M52274,0.0303,0.0077,0.0088,0.3722,1.0424,0.078,0.0111,0.0038,0.03,0.0119,9.15008086,Intervention,LPG
3M52282,0.0603,0.4197,0.2624,0.4305,0.2546,0.0891,0.0345,0.0038,0.1286,0.0228,2.223026561,Intervention,LPG
3M52283,0.0716,0.3333,0.1499,0.5267,0.5479,0.1297,0.0111,0.0038,0.1684,0.0031,4.348520145,Intervention,LPG
3M52287,0.1505,0.1538,0.0088,0.5161,2.9542,0.2102,0.0111,0.0281,0.0469,0.0338,8.077568748,Control,Biomass
3M52299,0.0745,0.4611,0.2374,0.5594,1.5553,0.0981,0.0553,0.0133,0.1624,0.032,14.44604691,Intervention,Biomass
3M52307,0.084,0.6986,0.2971,0.0789,0.2628,0.1896,0.0345,0.0201,0.1693,0.0267,2.383095906,Control,Biomass
3M52329,0.2034,1.8681,2.3658,0.1879,0.5853,0.4703,0.1498,0.0791,1.0925,0.0194,4.897839422,Intervention,LPG
3M52332,0.0681,0.6702,0.3576,0.1532,0.6366,0.0541,0.0111,0.0214,0.2292,0.0031,2.597138003,Intervention,LPG
3M52346,0.0698,0.7177,0.5296,0.1527,0.2749,0.1505,0.0161,0.0148,0.2062,0.0267,2.554620459,Intervention,LPG
3M52350,0.1824,0.6008,0.4458,0.3156,0.2907,0.4955,0.0206,0.0173,0.1036,0.0413,6.493992292,Control,Biomass
3M52360,0.0668,0.9005,0.8145,0.2177,0.2462,0.1034,0.0438,0.008,0.3802,0.0031,3.384875012,Intervention,LPG
3M52377,0.0303,0.2049,0.0088,0.0877,0.1399,0.0351,0.0111,0.0121,0.0378,0.0155,1.828907252,Intervention,LPG
3M52378,0.0486,0.5937,0.3165,0.2104,0.1967,0.1498,0.0345,0.0068,0.1574,0.0031,3.793951671,Control,Biomass
3M52388,0.0442,0.4126,0.0314,0.2223,0.1793,0.0694,0.0111,0.0038,0.0438,0.0394,6.910706251,Control,Biomass
3M52391,0.1056,0.744,0.4739,0.236,0.2913,0.21,0.046,0.0173,0.1415,0.023,2.472099496,Intervention,LPG
3M52404,0.1435,0.7937,0.8052,0.4741,3.5222,0.3925,0.0438,0.008,0.269,0.0194,9.460306802,Intervention,Biomass
3M52413,0.1583,0.709,1.1517,0.6063,1.6484,0.7475,0.0599,0.0469,0.3547,0.0155,14.8179494,Intervention,Biomass
